time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-29 00:00:00+00:00,79,20,113,36
2025-04-30 00:00:00+00:00,79,35,178,33
2025-05-01 00:00:00+00:00,107,55,449,32
2025-05-02 00:00:00+00:00,71,29,3721,36
2025-05-03 00:00:00+00:00,34,12,336,17
2025-05-04 00:00:00+00:00,46,26,95,19
2025-05-05 00:00:00+00:00,67,25,160,47
2025-05-06 00:00:00+00:00,168,42,136,34
2025-05-07 00:00:00+00:00,71,32,41,21
2025-05-08 00:00:00+00:00,60,25,98,25
2025-05-09 00:00:00+00:00,58,13,76,30
2025-05-10 00:00:00+00:00,46,7,29,8
2025-05-11 00:00:00+00:00,48,14,36,11
2025-05-12 00:00:00+00:00,80,22,110,45
