time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-03 00:00:00+00:00,34,12,336,17
2025-05-04 00:00:00+00:00,46,26,95,19
2025-05-05 00:00:00+00:00,67,25,160,47
2025-05-06 00:00:00+00:00,168,42,136,34
2025-05-07 00:00:00+00:00,71,32,41,21
2025-05-08 00:00:00+00:00,60,25,98,25
2025-05-09 00:00:00+00:00,58,13,76,30
2025-05-10 00:00:00+00:00,46,7,29,8
2025-05-11 00:00:00+00:00,48,14,36,11
2025-05-12 00:00:00+00:00,84,25,133,50
2025-05-13 00:00:00+00:00,29,9,93,35
2025-05-14 00:00:00+00:00,35,16,70,41
2025-05-15 00:00:00+00:00,59,17,76,26
2025-05-16 00:00:00+00:00,40,13,75,28
