url_path,views_total,views_unique
/nucleuscloud/neosync,2946,2251
/nucleuscloud/neosync/pulls,105,9
/nucleuscloud/neosync/issues,76,26
/nucleuscloud/neosync/pull/3410,22,4
/nucleuscloud/neosync/issues/3411,21,7
/nucleuscloud/neosync/blob/main/compose.yml,20,11
/nucleuscloud/neosync/pull/3405,17,4
/nucleuscloud/neosync/pull/3412,17,3
/nucleuscloud/neosync/pull/3448,17,2
/nucleuscloud/neosync/pull/3454,17,2
