time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-27 00:00:00+00:00,38.0,6.0,514,399
2024-10-28 00:00:00+00:00,190.0,10.0,709,433
2024-10-29 00:00:00+00:00,142.0,12.0,751,440
2024-10-30 00:00:00+00:00,114.0,7.0,627,421
2024-10-31 00:00:00+00:00,327.0,13.0,723,450
2024-11-01 00:00:00+00:00,254.0,8.0,606,446
2024-11-02 00:00:00+00:00,,,498,381
2024-11-03 00:00:00+00:00,16.0,4.0,517,414
2024-11-04 00:00:00+00:00,234.0,10.0,783,485
2024-11-05 00:00:00+00:00,234.0,8.0,646,410
2024-11-06 00:00:00+00:00,43.0,3.0,588,445
2024-11-07 00:00:00+00:00,16.0,7.0,626,465
2024-11-08 00:00:00+00:00,51.0,7.0,707,447
2024-11-09 00:00:00+00:00,5.0,2.0,597,478
