time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,181,50,378,245
2025-02-26 00:00:00+00:00,259,63,294,219
2025-02-27 00:00:00+00:00,140,34,262,217
2025-02-28 00:00:00+00:00,66,21,371,286
2025-03-01 00:00:00+00:00,92,18,295,207
2025-03-02 00:00:00+00:00,19,8,670,536
2025-03-03 00:00:00+00:00,201,41,726,557
2025-03-04 00:00:00+00:00,401,135,492,330
2025-03-05 00:00:00+00:00,434,94,560,318
2025-03-06 00:00:00+00:00,471,105,558,365
2025-03-07 00:00:00+00:00,471,113,551,385
2025-03-08 00:00:00+00:00,135,64,394,324
2025-03-09 00:00:00+00:00,78,53,448,362
2025-03-10 00:00:00+00:00,210,63,511,340
