url_path,views_total,views_unique
/nucleuscloud/neosync,4288,3659
/nucleuscloud/neosync/pulls,100,10
/nucleuscloud/neosync/stargazers,85,5
/nucleuscloud/neosync/issues,74,29
/nucleuscloud/neosync/blob/main/compose.yml,31,14
/nucleuscloud/neosync/tree/main,24,15
/nucleuscloud/neosync/releases,22,6
/nucleuscloud/neosync/pull/3386,21,3
/nucleuscloud/neosync/tree/main/backend,16,11
/nucleuscloud/neosync/blob/main/LICENSE.md,15,10
