time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,,,498,381
2024-11-03 00:00:00+00:00,16.0,4.0,517,414
2024-11-04 00:00:00+00:00,234.0,10.0,783,485
2024-11-05 00:00:00+00:00,234.0,8.0,646,410
2024-11-06 00:00:00+00:00,43.0,3.0,588,445
2024-11-07 00:00:00+00:00,16.0,7.0,626,465
2024-11-08 00:00:00+00:00,51.0,7.0,707,447
2024-11-09 00:00:00+00:00,9.0,3.0,676,533
2024-11-10 00:00:00+00:00,1.0,1.0,743,632
2024-11-11 00:00:00+00:00,192.0,13.0,925,636
2024-11-12 00:00:00+00:00,48.0,10.0,843,599
2024-11-13 00:00:00+00:00,186.0,12.0,729,594
2024-11-14 00:00:00+00:00,21.0,6.0,651,527
2024-11-15 00:00:00+00:00,15.0,4.0,636,466
