time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,106,6,212,82
2025-01-28 00:00:00+00:00,78,8,239,109
2025-01-29 00:00:00+00:00,137,8,459,253
2025-01-30 00:00:00+00:00,115,22,402,259
2025-01-31 00:00:00+00:00,106,29,453,267
2025-02-01 00:00:00+00:00,52,44,392,250
2025-02-02 00:00:00+00:00,27,6,369,295
2025-02-03 00:00:00+00:00,81,16,390,306
2025-02-04 00:00:00+00:00,149,28,408,301
2025-02-05 00:00:00+00:00,404,70,489,310
2025-02-06 00:00:00+00:00,404,30,381,255
2025-02-07 00:00:00+00:00,156,37,407,263
2025-02-08 00:00:00+00:00,88,27,372,238
2025-02-09 00:00:00+00:00,7,4,288,231
