time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-09 00:00:00+00:00,58,13,76,30
2025-05-10 00:00:00+00:00,46,7,29,8
2025-05-11 00:00:00+00:00,48,14,36,11
2025-05-12 00:00:00+00:00,84,25,133,50
2025-05-13 00:00:00+00:00,29,9,93,35
2025-05-14 00:00:00+00:00,35,16,70,41
2025-05-15 00:00:00+00:00,59,17,76,26
2025-05-16 00:00:00+00:00,46,16,75,28
2025-05-17 00:00:00+00:00,33,8,35,20
2025-05-18 00:00:00+00:00,33,9,25,17
2025-05-19 00:00:00+00:00,89,16,112,35
2025-05-20 00:00:00+00:00,70,20,77,29
2025-05-21 00:00:00+00:00,48,18,85,33
2025-05-22 00:00:00+00:00,34,8,49,33
