time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-17 00:00:00+00:00,,,8,8
2024-09-18 00:00:00+00:00,57.0,11.0,706,327
2024-09-19 00:00:00+00:00,210.0,13.0,561,334
2024-09-20 00:00:00+00:00,178.0,11.0,545,268
2024-09-21 00:00:00+00:00,89.0,5.0,423,268
2024-09-22 00:00:00+00:00,40.0,7.0,410,263
2024-09-23 00:00:00+00:00,62.0,8.0,619,317
2024-09-24 00:00:00+00:00,116.0,11.0,764,313
2024-09-25 00:00:00+00:00,179.0,17.0,786,393
2024-09-26 00:00:00+00:00,48.0,10.0,513,363
2024-09-27 00:00:00+00:00,195.0,11.0,643,365
2024-09-28 00:00:00+00:00,8.0,5.0,379,306
2024-09-29 00:00:00+00:00,3.0,2.0,405,315
2024-09-30 00:00:00+00:00,216.0,9.0,496,394
2024-10-01 00:00:00+00:00,232.0,19.0,290,66
