time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-17 00:00:00+00:00,380,70,423,266
2025-02-18 00:00:00+00:00,217,48,465,286
2025-02-19 00:00:00+00:00,367,52,758,554
2025-02-20 00:00:00+00:00,521,77,329,216
2025-02-21 00:00:00+00:00,225,51,329,221
2025-02-22 00:00:00+00:00,51,12,289,208
2025-02-23 00:00:00+00:00,35,15,276,232
2025-02-24 00:00:00+00:00,70,32,284,216
2025-02-25 00:00:00+00:00,181,50,378,245
2025-02-26 00:00:00+00:00,259,63,294,219
2025-02-27 00:00:00+00:00,140,34,262,217
2025-02-28 00:00:00+00:00,66,21,371,286
2025-03-01 00:00:00+00:00,92,18,295,207
2025-03-02 00:00:00+00:00,14,5,600,472
